Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Arecanut,2017,Whole Year,Goa,1836,3299,2772.5,289059.84,697.68,1.92
Banana,2017,Whole Year,Goa,2428,26975,2772.5,382264.32,922.64,11.115
Black pepper,2017,Whole Year,Goa,794,324,2772.5,125007.36,301.72,0.41
Cashewnut,2017,Whole Year,Goa,56248,28012,2772.5,8855685.12,21374.24,0.465
Coconut,2017,Whole Year,Goa,26169,131600000,2772.5,4120047.36,9944.22,5027.095
Groundnut,2017,Kharif,Goa,280,651,2772.5,44083.2,106.4,2.33
Groundnut,2017,Rabi,Goa,1257,2819,2772.5,197902.08,477.66,2.24
Other  Rabi pulses,2017,Rabi,Goa,5345,4635,2772.5,841516.8,2031.1,0.84
Other Kharif pulses,2017,Kharif,Goa,195,187,2772.5,30700.8,74.1,0.775
Rice,2017,Kharif,Goa,27219,71279,2772.5,4285359.36,10343.22,2.635
Rice,2017,Rabi,Goa,11301,31718,2772.5,1779229.44,4294.38,2.855
Sugarcane,2017,Whole Year,Goa,910,47160,2772.5,143270.4,345.8,45.41
Sweet potato,2017,Whole Year,Goa,55,116,2772.5,8659.2,20.9,2.41
other oilseeds,2017,Whole Year,Goa,841,1690,2772.5,132407.04,319.58,2.08
Arecanut,2017,Whole Year,Karnataka,279459,3030925,1111.7,43998024.96,106194.42,10.92
Arhar/Tur,2017,Kharif,Karnataka,884913,839563,1111.7,139320702.7,336266.94,0.844074074
Bajra,2017,Kharif,Karnataka,226389,361940,1111.7,35642684.16,86027.82,1.593157895
Bajra,2017,Summer,Karnataka,5161,5313,1111.7,812547.84,1961.18,1.113333333
Black pepper,2017,Whole Year,Karnataka,41381,27177,1111.7,6515024.64,15724.78,0.684
Cardamom,2017,Whole Year,Karnataka,14629,1766,1111.7,2303189.76,5559.02,0.108571429
Cashewnut,2017,Whole Year,Karnataka,65472,48062,1111.7,10307911.68,24879.36,0.909
Castor seed,2017,Kharif,Karnataka,7125,4585,1111.7,1121760,2707.5,0.644761905
Coconut,2017,Whole Year,Karnataka,446607,3531305000,1111.7,70313806.08,169710.66,8182.769667
Coriander,2017,Whole Year,Karnataka,1026,379,1111.7,161533.44,389.88,0.365
Cotton(lint),2017,Kharif,Karnataka,521372,1824810,1111.7,82084807.68,198121.36,3.038636364
Cotton(lint),2017,Rabi,Karnataka,25572,19276,1111.7,4026055.68,9717.36,0.75
Cowpea(Lobia),2017,Kharif,Karnataka,86555,19627,1111.7,13627219.2,32890.9,0.2388
Cowpea(Lobia),2017,Rabi,Karnataka,8570,3516,1111.7,1349260.8,3256.6,0.413809524
Cowpea(Lobia),2017,Summer,Karnataka,4471,1333,1111.7,703914.24,1698.98,0.272857143
Dry chillies,2017,Kharif,Karnataka,82844,155813,1111.7,13042959.36,31480.72,1.775862069
Dry chillies,2017,Rabi,Karnataka,10328,21421,1111.7,1626040.32,3924.64,2.047692308
Dry chillies,2017,Summer,Karnataka,7164,14241,1111.7,1127900.16,2722.32,2.0472
Garlic,2017,Whole Year,Karnataka,5584,4901,1111.7,879144.96,2121.92,1.068888889
Ginger,2017,Whole Year,Karnataka,20809,537454,1111.7,3276168.96,7907.42,25.74913043
Gram,2017,Rabi,Karnataka,1265207,975878,1111.7,199194190.1,480778.66,0.737916667
Groundnut,2017,Kharif,Karnataka,389994,429732,1111.7,61400655.36,148197.72,1.095
Groundnut,2017,Rabi,Karnataka,3381,7601,1111.7,532304.64,1284.78,2.245
Groundnut,2017,Summer,Karnataka,171476,199005,1111.7,26997181.44,65160.88,1.151818182
Horse-gram,2017,Kharif,Karnataka,47383,32738,1111.7,7459979.52,18005.54,0.74
Horse-gram,2017,Rabi,Karnataka,125758,79274,1111.7,19799339.52,47788.04,0.587692308
Jowar,2017,Kharif,Karnataka,92465,153017,1111.7,14557689.6,35136.7,1.866470588
Jowar,2017,Rabi,Karnataka,993591,1106755,1111.7,156430967,377564.58,1.0705
Jowar,2017,Summer,Karnataka,2042,4238,1111.7,321492.48,775.96,2.093
Linseed,2017,Rabi,Karnataka,2294,792,1111.7,361167.36,871.72,0.366666667
Maize,2017,Kharif,Karnataka,1183334,5150460,1111.7,186304105,449666.92,4.282857143
Maize,2017,Rabi,Karnataka,100156,371937,1111.7,15768560.64,38059.28,3.7392
Maize,2017,Summer,Karnataka,23518,88268,1111.7,3702673.92,8936.84,3.739230769
Mesta,2017,Whole Year,Karnataka,9,0,1111.7,1416.96,3.42,0
Moong(Green Gram),2017,Kharif,Karnataka,391710,127396,1111.7,61670822.4,148849.8,0.264090909
Moong(Green Gram),2017,Rabi,Karnataka,4122,687,1111.7,648967.68,1566.36,0.18625
Moong(Green Gram),2017,Summer,Karnataka,743,205,1111.7,116977.92,282.34,0.283333333
Niger seed,2017,Kharif,Karnataka,4444,960,1111.7,699663.36,1688.72,0.207391304
Onion,2017,Kharif,Karnataka,117973,1302084,1111.7,18573669.12,44829.74,11.2825
Onion,2017,Rabi,Karnataka,21870,310093,1111.7,3443212.8,8310.6,13.49416667
Onion,2017,Summer,Karnataka,5651,68169,1111.7,889693.44,2147.38,11.80772727
Other  Rabi pulses,2017,Rabi,Karnataka,10383,7599,1111.7,1634699.52,3945.54,0.701176471
Other Kharif pulses,2017,Kharif,Karnataka,59826,58153,1111.7,9419005.44,22733.88,0.8096
Potato,2017,Kharif,Karnataka,23219,223849,1111.7,3655599.36,8823.22,9.301176471
Potato,2017,Rabi,Karnataka,5557,103976,1111.7,874894.08,2111.66,18.17769231
Potato,2017,Summer,Karnataka,1705,23510,1111.7,268435.2,647.9,14.78714286
Ragi,2017,Kharif,Karnataka,727642,1486852,1111.7,114559956.5,276503.96,1.927222222
Ragi,2017,Rabi,Karnataka,42291,67706,1111.7,6658295.04,16070.58,1.685
Ragi,2017,Summer,Karnataka,7902,13734,1111.7,1244090.88,3002.76,1.791428571
Rapeseed &Mustard,2017,Kharif,Karnataka,2340,390,1111.7,368409.6,889.2,0.152941176
Rice,2017,Kharif,Karnataka,737547,2123100,1111.7,116119399.7,280267.86,2.9
Rice,2017,Rabi,Karnataka,30634,81726,1111.7,4823016.96,11640.92,2.773076923
Rice,2017,Summer,Karnataka,224744,702645,1111.7,35383695.36,85402.72,3.063703704
Safflower,2017,Rabi,Karnataka,33701,30342,1111.7,5305885.44,12806.38,0.714615385
Sannhamp,2017,Whole Year,Karnataka,348,87,1111.7,54789.12,132.24,0.21
Sesamum,2017,Kharif,Karnataka,35612,31244,1111.7,5606753.28,13532.56,0.915862069
Small millets,2017,Kharif,Karnataka,34463,25038,1111.7,5425854.72,13095.94,0.832727273
Soyabean,2017,Kharif,Karnataka,276536,423142,1111.7,43537827.84,105083.68,1.406
Sugarcane,2017,Whole Year,Karnataka,400000,37460951,1111.7,62976000,152000,91.89956522
Sunflower,2017,Kharif,Karnataka,111388,112325,1111.7,17536926.72,42327.44,0.952173913
Sunflower,2017,Rabi,Karnataka,57696,33635,1111.7,9083658.24,21924.48,0.926875
Sunflower,2017,Summer,Karnataka,4014,4831,1111.7,631964.16,1525.32,1.3175
Sweet potato,2017,Whole Year,Karnataka,2766,35891,1111.7,435479.04,1051.08,12.25
Tapioca,2017,Whole Year,Karnataka,731,6116,1111.7,115088.64,277.78,8.602
Tobacco,2017,Whole Year,Karnataka,95371,89191,1111.7,15015210.24,36240.98,1.01
Turmeric,2017,Whole Year,Karnataka,19339,122764,1111.7,3044732.16,7348.82,6.2215
Urad,2017,Kharif,Karnataka,132397,64138,1111.7,20844583.68,50310.86,0.377
Urad,2017,Rabi,Karnataka,3179,1418,1111.7,500501.76,1208.02,0.4825
Urad,2017,Summer,Karnataka,992,523,1111.7,156180.48,376.96,0.48875
Wheat,2017,Rabi,Karnataka,193338,219087,1111.7,30439134.72,73468.44,1.065333333
Arecanut,2017,Whole Year,Kerala,94580,108516,2664.8,14890675.2,35940.4,0.850714286
Arhar/Tur,2017,Whole Year,Kerala,207,323,2664.8,32590.08,78.66,1.56
Banana,2017,Whole Year,Kerala,62108,565829,2664.8,9778283.52,23601.04,8.570714286
Black pepper,2017,Whole Year,Kerala,85141,37955,2664.8,13404599.04,32353.58,0.335
Cardamom,2017,Whole Year,Kerala,39080,18350,2664.8,6152755.2,14850.4,0.11
Cashewnut,2017,Whole Year,Kerala,39720,25629,2664.8,6253516.8,15093.6,0.33
Coconut,2017,Whole Year,Kerala,760443,5230000000,2664.8,119724145.9,288968.34,6400.547143
Cotton(lint),2017,Whole Year,Kerala,84,132,2664.8,13224.96,31.92,1.57
Garlic,2017,Whole Year,Kerala,71,398,2664.8,11178.24,26.98,5.61
Ginger,2017,Whole Year,Kerala,4370,18979,2664.8,688012.8,1660.6,3.752857143
Groundnut,2017,Whole Year,Kerala,274,382,2664.8,43138.56,104.12,1.39
Jowar,2017,Whole Year,Kerala,174,139,2664.8,27394.56,66.12,0.8
Maize,2017,Whole Year,Kerala,70.66,160,2664.8,11124.7104,26.8508,1.1775
Onion,2017,Whole Year,Kerala,9,0,2664.8,1416.96,3.42,0
Other Kharif pulses,2017,Kharif,Kerala,1785,1614,2664.8,281030.4,678.3,1.017692308
Potato,2017,Whole Year,Kerala,516,7303,2664.8,81239.04,196.08,14.15
Ragi,2017,Whole Year,Kerala,86.5,110,2664.8,13618.56,32.87,1.36
Rice,2017,Autumn,Kerala,58278,148913,2664.8,9175288.32,22145.64,2.217692308
Rice,2017,Summer,Kerala,49693,153463,2664.8,7823665.92,18883.34,2.733571429
Rice,2017,Winter,Kerala,81115,218934,2664.8,12770745.6,30823.7,2.483571429
Sesamum,2017,Whole Year,Kerala,239.104,90,2664.8,37644.53376,90.85952,0.924
Small millets,2017,Whole Year,Kerala,23.51,17,2664.8,3701.4144,8.9338,0.72
Sugarcane,2017,Whole Year,Kerala,1047.674,115110,2664.8,164945.7946,398.11612,68.18888889
Sweet potato,2017,Whole Year,Kerala,295,4277,2664.8,46444.8,112.1,13.17785714
Tapioca,2017,Whole Year,Kerala,70193,2697319,2664.8,11051185.92,26673.34,38.12142857
Tobacco,2017,Whole Year,Kerala,10,16,2664.8,1574.4,3.8,1.6
Turmeric,2017,Whole Year,Kerala,2778,8822,2664.8,437368.32,1055.64,3.020714286
Wheat,2017,Whole Year,Kerala,1,1,2664.8,157.44,0.38,1
Arecanut,2017,Whole Year,Tamil Nadu,6740,14926,970.9,1061145.6,2561.2,2.313043478
Arhar/Tur,2017,Kharif,Tamil Nadu,49225,53786,970.9,7749984,18705.5,1.103928571
Bajra,2017,Kharif,Tamil Nadu,46028,108435,970.9,7246648.32,17490.64,2.344166667
Bajra,2017,Rabi,Tamil Nadu,17001,35113,970.9,2676637.44,6460.38,2.121851852
Banana,2017,Whole Year,Tamil Nadu,78482,3044122,970.9,12356206.08,29823.16,37.84677419
Black pepper,2017,Whole Year,Tamil Nadu,5265,1149,970.9,828921.6,2000.7,0.163125
Cardamom,2017,Whole Year,Tamil Nadu,3876,351,970.9,610237.44,1472.88,0.081
Cashewnut,2017,Whole Year,Tamil Nadu,85883,0,970.9,13521419.52,32635.54,0
Castor seed,2017,Kharif,Tamil Nadu,4374,1419,970.9,688642.56,1662.12,0.3748
Coconut,2017,Whole Year,Tamil Nadu,436024,4176500000,970.9,68647618.56,165689.12,9387.334516
Coriander,2017,Whole Year,Tamil Nadu,8056,4112,970.9,1268336.64,3061.28,0.565454545
Cotton(lint),2017,Kharif,Tamil Nadu,138290,337,970.9,21772377.6,52550.2,0
Cotton(lint),2017,Rabi,Tamil Nadu,43341,101,970.9,6823607.04,16469.58,0
Cowpea(Lobia),2017,Kharif,Tamil Nadu,47378,34028,970.9,7459192.32,18003.64,0.7148
Cowpea(Lobia),2017,Rabi,Tamil Nadu,14233,9260,970.9,2240843.52,5408.54,0.6084
Dry chillies,2017,Whole Year,Tamil Nadu,44120,18108,970.9,6946252.8,16765.6,0.707741935
Garlic,2017,Whole Year,Tamil Nadu,760,4338,970.9,119654.4,288.8,4.2975
Ginger,2017,Whole Year,Tamil Nadu,380,7425,970.9,59827.2,144.4,19.705
Gram,2017,Rabi,Tamil Nadu,5205,4820,970.9,819475.2,1977.9,0.947333333
Groundnut,2017,Kharif,Tamil Nadu,188544,463781,970.9,29684367.36,71646.72,2.411666667
Groundnut,2017,Rabi,Tamil Nadu,138808,543671,970.9,21853931.52,52747.04,3.660322581
Horse-gram,2017,Kharif,Tamil Nadu,8712,6273,970.9,1371617.28,3310.56,0.77
Horse-gram,2017,Rabi,Tamil Nadu,53495,42261,970.9,8422252.8,20328.1,0.794782609
Jowar,2017,Kharif,Tamil Nadu,241351,274962,970.9,37998301.44,91713.38,1.407307692
Jowar,2017,Rabi,Tamil Nadu,144295,155699,970.9,22717804.8,54832.1,1.232307692
Maize,2017,Kharif,Tamil Nadu,166195,1532106,970.9,26165740.8,63154.1,8.962
Maize,2017,Rabi,Tamil Nadu,158323,1059526,970.9,24926373.12,60162.74,6.956785714
Moong(Green Gram),2017,Kharif,Tamil Nadu,29447,17926,970.9,4636135.68,11189.86,0.642142857
Moong(Green Gram),2017,Rabi,Tamil Nadu,151140,60333,970.9,23795481.6,57433.2,0.446296296
Onion,2017,Kharif,Tamil Nadu,6293,61084,970.9,990769.92,2391.34,9.714166667
Onion,2017,Rabi,Tamil Nadu,16518,153558,970.9,2600593.92,6276.84,9.684074074
Other  Rabi pulses,2017,Rabi,Tamil Nadu,10235,6758,970.9,1611398.4,3889.3,0.66
Other Cereals,2017,Kharif,Tamil Nadu,3174,3861,970.9,499714.56,1206.12,0.741363636
Other Cereals,2017,Rabi,Tamil Nadu,3352,4442,970.9,527738.88,1273.76,1.091538462
Other Kharif pulses,2017,Kharif,Tamil Nadu,29294,19342,970.9,4612047.36,11131.72,0.671818182
Potato,2017,Kharif,Tamil Nadu,2358,40817,970.9,371243.52,896.04,16.698
Potato,2017,Rabi,Tamil Nadu,1224,27698,970.9,192706.56,465.12,23.12
Ragi,2017,Kharif,Tamil Nadu,62373,213587,970.9,9820005.12,23701.74,3.3212
Ragi,2017,Rabi,Tamil Nadu,24140,107745,970.9,3800601.6,9173.2,4.336538462
Rapeseed &Mustard,2017,Rabi,Tamil Nadu,292,67,970.9,45972.48,110.96,0.08
Rice,2017,Autumn,Tamil Nadu,235255,906616,970.9,37038547.2,89396.9,3.967857143
Rice,2017,Summer,Tamil Nadu,276272,1234550,970.9,43496263.68,104983.36,4.451428571
Rice,2017,Winter,Tamil Nadu,1317338,4497284,970.9,207401694.7,500588.44,4.139
Sesamum,2017,Kharif,Tamil Nadu,13277,5665,970.9,2090330.88,5045.26,0.407586207
Sesamum,2017,Rabi,Tamil Nadu,28305,17389,970.9,4456339.2,10755.9,0.600714286
Small millets,2017,Kharif,Tamil Nadu,18166,22198,970.9,2860055.04,6903.08,1.445909091
Small millets,2017,Rabi,Tamil Nadu,586,723,970.9,92259.84,222.68,1.2335
Sugarcane,2017,Whole Year,Tamil Nadu,171856,17155603,970.9,27057008.64,65305.28,94.5
Sunflower,2017,Kharif,Tamil Nadu,542,1057,970.9,85332.48,205.96,1.972777778
Sunflower,2017,Rabi,Tamil Nadu,6207,4936,970.9,977230.08,2358.66,0.895555556
Sweet potato,2017,Whole Year,Tamil Nadu,302,7946,970.9,47546.88,114.76,26.33944444
Tapioca,2017,Whole Year,Tamil Nadu,79344,2715116,970.9,12491919.36,30150.72,34.53967742
Tobacco,2017,Whole Year,Tamil Nadu,3788,5710,970.9,596382.72,1439.44,1.594545455
Turmeric,2017,Whole Year,Tamil Nadu,18080,73134,970.9,2846515.2,6870.4,4.338888889
Urad,2017,Kharif,Tamil Nadu,58422,53226,970.9,9197959.68,22200.36,0.892
Urad,2017,Rabi,Tamil Nadu,367910,248377,970.9,57923750.4,139805.8,0.679666667
Arecanut,2018,Kharif,Andhra Pradesh,976,5317,1220.5,158307.2,341.6,4.153333333
Arhar/Tur,2018,Kharif,Andhra Pradesh,245675,44213,1220.5,39848485,85986.25,0.311538462
Arhar/Tur,2018,Rabi,Andhra Pradesh,4099,1352,1220.5,664857.8,1434.65,0.31
Bajra,2018,Kharif,Andhra Pradesh,20932,21212,1220.5,3395170.4,7326.2,1.300909091
Bajra,2018,Rabi,Andhra Pradesh,1182,1586,1220.5,191720.4,413.7,1.353333333
Banana,2018,Whole Year,Andhra Pradesh,59098,6223680,1220.5,9585695.6,20684.3,126.3876923
Cashewnut,2018,Kharif,Andhra Pradesh,112612,99169,1220.5,18265666.4,39414.2,1.2075
Castor seed,2018,Kharif,Andhra Pradesh,34682,14535,1220.5,5625420.4,12138.7,0.374285714
Castor seed,2018,Rabi,Andhra Pradesh,1839,637,1220.5,298285.8,643.65,0.41
Coconut,2018,Whole Year,Andhra Pradesh,104530,1571100000,1220.5,16954766,36585.5,15636.63231
Coriander,2018,Rabi,Andhra Pradesh,1569,360,1220.5,254491.8,549.15,0.331428571
Cotton(lint),2018,Kharif,Andhra Pradesh,616870,1482941,1220.5,100056314,215904.5,2.386153846
Cotton(lint),2018,Rabi,Andhra Pradesh,3404,8162,1220.5,552128.8,1191.4,2.251666667
Cowpea(Lobia),2018,Kharif,Andhra Pradesh,13385,1381,1220.5,2171047,4684.75,0.176666667
Cowpea(Lobia),2018,Rabi,Andhra Pradesh,13621,6960,1220.5,2209326.2,4767.35,0.53
Dry chillies,2018,Kharif,Andhra Pradesh,143497,450822,1220.5,23275213.4,50223.95,2.991666667
Dry chillies,2018,Rabi,Andhra Pradesh,14931,50585,1220.5,2421808.2,5225.85,3.401538462
Ginger,2018,Kharif,Andhra Pradesh,296,536,1220.5,48011.2,103.6,3.134
Gram,2018,Kharif,Andhra Pradesh,31,5,1220.5,5028.2,10.85,0.5
Gram,2018,Rabi,Andhra Pradesh,477851,242641,1220.5,77507432.2,167247.85,1.027272727
Groundnut,2018,Kharif,Andhra Pradesh,687139,332910,1220.5,111453945.8,240498.65,1.965
Groundnut,2018,Rabi,Andhra Pradesh,60806,129017,1220.5,9862733.2,21282.1,2.72
Horse-gram,2018,Kharif,Andhra Pradesh,57122,10517,1220.5,9265188.4,19992.7,0.136
Horse-gram,2018,Rabi,Andhra Pradesh,61676,27729,1220.5,10003847.2,21586.6,0.555384615
Jowar,2018,Kharif,Andhra Pradesh,15114,1957,1220.5,2451490.8,5289.9,0.206363636
Jowar,2018,Rabi,Andhra Pradesh,140651,227506,1220.5,22813592.2,49227.85,1.477777778
Linseed,2018,Kharif,Andhra Pradesh,151,0,1220.5,24492.2,52.85,0
Maize,2018,Kharif,Andhra Pradesh,104370,431440,1220.5,16928814,36529.5,3.716923077
Maize,2018,Rabi,Andhra Pradesh,161853,1131719,1220.5,26252556.6,56648.55,5.788461538
Mesta,2018,Kharif,Andhra Pradesh,2934,29662,1220.5,475894.8,1026.9,9.88
Moong(Green Gram),2018,Kharif,Andhra Pradesh,17874,5247,1220.5,2899162.8,6255.9,0.608461538
Moong(Green Gram),2018,Rabi,Andhra Pradesh,103081,79502,1220.5,16719738.2,36078.35,0.678461538
Niger seed,2018,Kharif,Andhra Pradesh,23,7,1220.5,3730.6,8.05,0.3
Niger seed,2018,Rabi,Andhra Pradesh,5797,1843,1220.5,940273.4,2028.95,0.285
Oilseeds total,2018,Kharif,Andhra Pradesh,941981,2321558,1220.5,152789318.2,329693.35,4.400769231
Oilseeds total,2018,Rabi,Andhra Pradesh,114507,148801,1220.5,18573035.4,40077.45,1.439230769
Onion,2018,Kharif,Andhra Pradesh,24750,677050,1220.5,4014450,8662.5,247.5727273
Onion,2018,Rabi,Andhra Pradesh,5021,299805,1220.5,814406.2,1757.35,80.268
Other  Rabi pulses,2018,Rabi,Andhra Pradesh,11259,8745,1220.5,1826209.8,3940.65,2.346666667
Other Kharif pulses,2018,Kharif,Andhra Pradesh,2454,810,1220.5,398038.8,858.9,0.32
Potato,2018,Kharif,Andhra Pradesh,486,2992,1220.5,78829.2,170.1,7.44
Potato,2018,Rabi,Andhra Pradesh,970,6026,1220.5,157334,339.5,8.096666667
Ragi,2018,Kharif,Andhra Pradesh,23993,29467,1220.5,3891664.6,8397.55,1.305555556
Ragi,2018,Rabi,Andhra Pradesh,8149,13853,1220.5,1321767.8,2852.15,1.781111111
Rapeseed &Mustard,2018,Rabi,Andhra Pradesh,4485,1545,1220.5,727467,1569.75,0.25
Rice,2018,Kharif,Andhra Pradesh,1563887,5243250,1220.5,253662471.4,547360.45,3.263846154
Rice,2018,Rabi,Andhra Pradesh,644417,2991289,1220.5,104524437.4,225545.95,3.699230769
Safflower,2018,Kharif,Andhra Pradesh,40,6,1220.5,6488,14,0.15
Safflower,2018,Rabi,Andhra Pradesh,380,60,1220.5,61636,133,0.1525
Sesamum,2018,Kharif,Andhra Pradesh,16598,4489,1220.5,2692195.6,5809.3,0.234166667
Sesamum,2018,Rabi,Andhra Pradesh,31114,8326,1220.5,5046690.8,10889.9,0.3
Small millets,2018,Kharif,Andhra Pradesh,10053,4483,1220.5,1630596.6,3518.55,0.56
Small millets,2018,Rabi,Andhra Pradesh,2684,1291,1220.5,435344.8,939.4,0.557142857
Soyabean,2018,Kharif,Andhra Pradesh,1411,2718,1220.5,228864.2,493.85,1.7425
Soyabean,2018,Rabi,Andhra Pradesh,5,10,1220.5,811,1.75,2
Sugarcane,2018,Kharif,Andhra Pradesh,101525,8056925,1220.5,16467355,35533.75,84.04769231
Sunflower,2018,Kharif,Andhra Pradesh,3248,1810,1220.5,526825.6,1136.8,0.994285714
Sunflower,2018,Rabi,Andhra Pradesh,10081,7363,1220.5,1635138.2,3528.35,0.459230769
Sweet potato,2018,Kharif,Andhra Pradesh,91,1476,1220.5,14760.2,31.85,17.15
Sweet potato,2018,Rabi,Andhra Pradesh,418,8479,1220.5,67799.6,146.3,18.64777778
Tapioca,2018,Kharif,Andhra Pradesh,7350,86912,1220.5,1192170,2572.5,12.895
Tapioca,2018,Rabi,Andhra Pradesh,83,743,1220.5,13462.6,29.05,11.4425
Tobacco,2018,Kharif,Andhra Pradesh,24635,327589,1220.5,3995797,8622.25,57.1205
Tobacco,2018,Rabi,Andhra Pradesh,83743,128477,1220.5,13583114.6,29310.05,2.023636364
Urad,2018,Kharif,Andhra Pradesh,22364,18119,1220.5,3627440.8,7827.4,0.754615385
Urad,2018,Rabi,Andhra Pradesh,295651,292412,1220.5,47954592.2,103477.85,0.782307692
Wheat,2018,Rabi,Andhra Pradesh,102,19,1220.5,16544.4,35.7,0.095
other oilseeds,2018,Kharif,Andhra Pradesh,94090,1965083,1220.5,15261398,32931.5,16.59090909
Arecanut,2018,Kharif,Puducherry,52,78,1693.9,8434.4,18.2,1.5
Bajra,2018,Kharif,Puducherry,7,17,1693.9,1135.4,2.45,2.43
Bajra,2018,Rabi,Puducherry,1,3,1693.9,162.2,0.35,3
Bajra,2018,Summer,Puducherry,3,8,1693.9,486.6,1.05,2.67
Banana,2018,Kharif,Puducherry,262,9124,1693.9,42496.4,91.7,24.5
Black pepper,2018,Kharif,Puducherry,11,15,1693.9,1784.2,3.85,1.36
Cashewnut,2018,Kharif,Puducherry,145,61,1693.9,23519,50.75,0.416666667
Coconut,2018,Whole Year,Puducherry,1877,17923000,1693.9,304449.4,656.95,8363.155
Cotton(lint),2018,Kharif,Puducherry,283,294,1693.9,45902.6,99.05,1.515
Dry chillies,2018,Kharif,Puducherry,1,14,1693.9,162.2,0.35,14
Dry chillies,2018,Rabi,Puducherry,2,21,1693.9,324.4,0.7,10.5
Dry chillies,2018,Summer,Puducherry,3,41,1693.9,486.6,1.05,13.67
Groundnut,2018,Kharif,Puducherry,3,9,1693.9,486.6,1.05,3
Groundnut,2018,Rabi,Puducherry,271,867,1693.9,43956.2,94.85,3.2
Groundnut,2018,Summer,Puducherry,13,42,1693.9,2108.6,4.55,3.23
Jowar,2018,Kharif,Puducherry,4,10,1693.9,648.8,1.4,2.5
Jowar,2018,Summer,Puducherry,1,3,1693.9,162.2,0.35,3
Moong(Green Gram),2018,Rabi,Puducherry,5,4,1693.9,811,1.75,0.835
Moong(Green Gram),2018,Summer,Puducherry,660,274,1693.9,107052,231,0.66
Onion,2018,Kharif,Puducherry,1,3,1693.9,162.2,0.35,3
Onion,2018,Summer,Puducherry,1,6,1693.9,162.2,0.35,6
Other  Rabi pulses,2018,Rabi,Puducherry,62,62,1693.9,10056.4,21.7,1
Other Kharif pulses,2018,Kharif,Puducherry,1,1,1693.9,162.2,0.35,1
Other Summer Pulses,2018,Summer,Puducherry,10,10,1693.9,1622,3.5,1
Ragi,2018,Kharif,Puducherry,26,60,1693.9,4217.2,9.1,2.31
Ragi,2018,Rabi,Puducherry,1,3,1693.9,162.2,0.35,3
Ragi,2018,Summer,Puducherry,14,35,1693.9,2270.8,4.9,2.5
Rice,2018,Kharif,Puducherry,4298,16082,1693.9,697135.6,1504.3,3.373333333
Rice,2018,Rabi,Puducherry,9048,30635,1693.9,1467585.6,3166.8,3.976666667
Rice,2018,Summer,Puducherry,4515,16626,1693.9,732333,1580.25,2.885
Sesamum,2018,Kharif,Puducherry,2,2,1693.9,324.4,0.7,1
Sesamum,2018,Rabi,Puducherry,5,4,1693.9,811,1.75,0.8
Sesamum,2018,Summer,Puducherry,120,103,1693.9,19464,42,0.52
Small millets,2018,Kharif,Puducherry,9,11,1693.9,1459.8,3.15,1.22
Sugarcane,2018,Kharif,Puducherry,1444,187720,1693.9,234216.8,505.4,130
Sweet potato,2018,Kharif,Puducherry,3,24,1693.9,486.6,1.05,8
Tapioca,2018,Kharif,Puducherry,182,4537,1693.9,29520.4,63.7,32.25
Tapioca,2018,Rabi,Puducherry,6,147,1693.9,973.2,2.1,24.5
Turmeric,2018,Kharif,Puducherry,6,15,1693.9,973.2,2.1,2.5
Urad,2018,Kharif,Puducherry,6,5,1693.9,973.2,2.1,0.83
Urad,2018,Rabi,Puducherry,155,155,1693.9,25141,54.25,1
Urad,2018,Summer,Puducherry,338,152,1693.9,54823.6,118.3,0.753333333
Arecanut,2018,Rabi,Assam,67210,47324,2372.9,10901462,23523.5,0.727407407
Arhar/Tur,2018,Kharif,Assam,5550,4628,2372.9,900210,1942.5,0.847407407
Banana,2018,Whole Year,Assam,51113,917792,2372.9,8290528.6,17889.55,17.68037037
Black pepper,2018,Whole Year,Assam,3388,7476,2372.9,549533.6,1185.8,2.131111111
Castor seed,2018,Kharif,Assam,724,336,2372.9,117432.8,253.4,0.62
Coconut,2018,Whole Year,Assam,20752,160226000,2372.9,3365974.4,7263.2,8664.686667
Cotton(lint),2018,Kharif,Assam,843,431,2372.9,136734.6,295.05,0.626190476
Dry chillies,2018,Whole Year,Assam,19847,18984,2372.9,3219183.4,6946.45,0.877037037
Ginger,2018,Whole Year,Assam,17865,166272,2372.9,2897703,6252.75,9.172222222
Gram,2018,Rabi,Assam,2244,1575,2372.9,363976.8,785.4,0.644
Jute,2018,Kharif,Assam,65789,761571,2372.9,10670975.8,23026.15,11.11888889
Linseed,2018,Rabi,Assam,4763,2898,2372.9,772558.6,1667.05,0.597826087
Maize,2018,Kharif,Assam,32264,105003,2372.9,5233220.8,11292.4,2.868518519
Masoor,2018,Rabi,Assam,26731,19573,2372.9,4335768.2,9355.85,0.721153846
Mesta,2018,Kharif,Assam,3287,19722,2372.9,533151.4,1150.45,5.711153846
Moong(Green Gram),2018,Rabi,Assam,11113,7703,2372.9,1802528.6,3889.55,0.66
Niger seed,2018,Kharif,Assam,5674,3129,2372.9,920322.8,1985.9,0.538636364
Onion,2018,Whole Year,Assam,8211,84835,2372.9,1331824.2,2873.85,7.455185185
Other  Rabi pulses,2018,Rabi,Assam,14865,12264,2372.9,2411103,5202.75,0.664074074
Peas & beans (Pulses),2018,Rabi,Assam,29860,27965,2372.9,4843292,10451,0.92
Potato,2018,Whole Year,Assam,103205,773481,2372.9,16739851,36121.75,7.511851852
